Tweet;Classfy
RT @PRFMnews: Entep | 15:53 Box Iklan Besar di jalan Cicendo depan BTN ada part/bagian materialnya terlihat Mau Jatuh. cc @distarcipBDG @Re…;Keluhan
@dbmpkotabdg  hujan 1jam sudah banjir. Dan sudah berlangsung tahunan. Sudah dilaporkan. Tapi belum ada perbaikan https://t.co/sndQpqLfPX;Keluhan
RT @infobdg: #suaraBDG via @Putra_Gemma: Lampu lalu lintas di per4an gatsu yg dekat hotel papandayan mati,,arus jadi kacau cc: @dishub_kota…;Keluhan
RT @budiraharjo23: 15.46 Bunderan Cemara jln. Sukajadi, hujan deras dan banjir. via @Dicky_gant cc.@dbmpkotabdg  https://t.co/g2HsGQgZpo;Keluhan
"@infobdg @ridwankamil , banjir ber tahun2 di Jl. kembar baru selatan III, karena saluran air tidak memadaii &amp; ditata https://t.co/ZoNLk5ssKV";Keluhan
#suaraBDG via @roganda: banjir ber tahun2 di Jl. kembar baru selatan III https://t.co/eeNcd6fNZ4 cc: @dbmpkotabdg;Keluhan
RT @PRFMnews: 15.10: RT  @DankeuSagit13: Padahal sisi walungan Cidurian, tp banjirna siga kieu. Jl Merkuryraya. cc @dbmpkotabdg https://t.c…;Keluhan
"Pa @ridwankamil d pagarsih (ulekan) masih ttp banjir meskipun d bikin gorong raksasa.. Nyungkeun d cek pak.. https://t.co/6O6PoiY9k2""";Keluhan
@dishub_kotabdg @ridwankamil pak, ini tmb sarijadinya pada kemana pak? Saya udah nunggu sampe lebih dari 1 jam gak ada terus masa;Keluhan
RT @infobdg: #suaraBDG via @roganda: banjir ber tahun2 di Jl. kembar baru selatan III https://t.co/eeNcd6fNZ4 cc: @dbmpkotabdg;Keluhan
Pagarsih banjir/jl.K.natawijaya 13.01.16 @ridwankamil @OdedMD @PemumBdg @dbmpkotabdg @Kec_Astanaanyar https://t.co/DbhFCxj6Sl;Keluhan
cc: @diskamtam  RT @InyomanGTA: Ada pohon mlengkung hampir roboh dekat lampu lalin perempatan Cicendo arah ke Wastukencana;Keluhan
4,6juta euro/75M dana hibah utk @pdamtirtawening dr Belanda utk perbaikan dan dibantu Alloh lewat hujan, tapi ko ga ngalir jg @ridwankamil;Keluhan
Sore ini TL Belitung-Sumbawa padam,  TL Supratman-Katamso juga masih tuh cc @PRFMnews @dishub_kotabdg @ridwankamil @IWGinting @se_bdg;Keluhan
RT @PRFMnews: 17.15: RT @eka_harijanto: Sore ini TL Belitung - Sumbawa padam,  TL Supratman - Katamso juga masih. cc @dishub_kotabdg  @IWGi…;Keluhan
RT @eka_harijanto: Sore ini TL Belitung-Sumbawa padam,  TL Supratman-Katamso juga masih tuh cc @PRFMnews @dishub_kotabdg @ridwankamil @IWGi…;Keluhan
RT @se_bdg: #SaurWargi @eka_harijanto: Sore ini TL Belitung-Sumbawa padam, TL Supratman-Katamso juga masih.. tolng atensi @dishub_kotabdg @…;Keluhan
RT @se_bdg: #SaurWargi @eka_harijanto: Sore ini TL Belitung-Sumbawa padam, TL Supratman-Katamso juga masih.. tolng atensi @dishub_kotabdg @…;Keluhan
@pdamtirtawening dari pagi sampe detik ini air ga ngalir,ada apa ya?saya tinggal di daerah ciganitri komplek cherry field....mhn pncrhan;Keluhan
"Pak tlg tertibkan di daerah pal3 arah cijerah,bnyk psn yg prkir smbrangn,pdhl udh ada rambu dlrang b'hnti.bkin mcet https://t.co/sfCrIAn0bi""";Keluhan
#lalinBDG 19.16 : stopan arah jl supratman lampu merahnya mati, kendaraan semerawut :( gaada yg ngatur jln Cc: @dishub_kotabdg | @Bangblew_;Keluhan
RT @infobdg: #lalinBDG 19.16 : stopan arah jl supratman lampu merahnya mati, kendaraan semerawut :( gaada yg ngatur jln Cc: @dishub_kotabdg…;Keluhan
RT @infobdg: #lalinBDG 19.16 : stopan arah jl supratman lampu merahnya mati, kendaraan semerawut :( gaada yg ngatur jln Cc: @dishub_kotabdg…;Keluhan
#suaraBDG via @CecepHirmansyah: TL cipaganti deket RS.Advent udh seminggu mati mohon bantuannya, pabaliut cc: @dishub_kotabdg;Keluhan
RT @infobdg: #suaraBDG via @CecepHirmansyah: TL cipaganti deket RS.Advent udh seminggu mati mohon bantuannya, pabaliut cc: @dishub_kotabdg;Keluhan
RT @infobdg: #suaraBDG via @CecepHirmansyah: TL cipaganti deket RS.Advent udh seminggu mati mohon bantuannya, pabaliut cc: @dishub_kotabdg;Keluhan
@ridwankamil wilujeng wengi pa, sok asa srekse kitu pami ningal nu dipinggir taman kandaga puspa sok di angge nyimpen barag rongsok. Plislah;Keluhan
@ridwankamil pa tolong tertibkan supir angkot yg naikan tarif pdhl bbm turun, biasa dekat 2rb tadi minta 3rb;Keluhan
@ridwankamil pa wali, cihampelas meuni susah buat pejalan kaki,jalan suka gantian sama mobil lewat. trotoar di pake parkir semua,;Keluhan
CC @dbmpkotabdg  RT @Johnvanjava barangkali bisa bantu pompa air nya, jembatan pasupati banjir. Drainase mampet.;Keluhan
RT @Rescue_Damkar: CC @dbmpkotabdg  RT @Johnvanjava barangkali bisa bantu pompa air nya, jembatan pasupati banjir. Drainase mampet.;Keluhan
RT @DankeuSagit13: Kumaha ieu pdhl sisi walungan cidurian tp banjirna siga kieu Cc @dbmpkotabdg @ridwankamil @PRFMnews Jl Merkuryraya https…;Keluhan
Banyak PJU padam dr simp A.Yani-Martadinata hingga simp Supratman. Mhn dicek oleh @dbmpkotabdg cc @PemkotBandung @PRFMnews;Keluhan
CC @Satpolppbdg RT @PRFMnews Entep | 15:53 Box Iklan Besar di jalan Cicendo depan BTN ada part/bagian materialnya terlihat Mau Jatuh;Keluhan
@ridwankamil @pdkebersihanbdg apa akan di angkut semua sampah itu pa ? Sudah menggunung seperti itu . Berbahaya juga . ??;Keluhan
RT @Rescue_Damkar: CC @Satpolppbdg RT @PRFMnews Entep | 15:53 Box Iklan Besar di jalan Cicendo depan BTN ada part/bagian materialnya terlih…;Keluhan
Kang @ridwankamil BMW silver B 70 GW hampir nyerempet motor di Pasteur arah ke Suci td pagi jelang siang. Kumaha cara plat B bisa lbh sopan?;Keluhan
RT @infobdg: #suaraBDG via @CecepHirmansyah: TL cipaganti deket RS.Advent udh seminggu mati mohon bantuannya, pabaliut cc: @dishub_kotabdg;Keluhan
@se_bdg @eka_harijanto @dishub_kotabdg utk traffic light katamso-supratman msh dlm perbaikan modulnya gitu, karena terbakar tiew;Keluhan
@ridwankamil  Kang emil, tolong di tindaklanjuti tarif parkir di lucky square antapani bdg.  2 jam 22 menit = 10.000 https://t.co/lcZxmnPbD9;Keluhan
RT @infobandung: .@pdamtirtawening | @YudiRuslandi:  #air diwilayah cikutra neglasari rw 03 sudah beberapa hari ini tidak ngocor. Mohon per…;Keluhan
Lingk SDN Margahayu Brt Blok I yg kumuh, mhn dpt ditertibkan @kecamatanbubat cc @dbmpkotabdg @disdik_bdg https://t.co/mfPapVbkOp;Keluhan
Akar pohon merusak pagar rumah di kel.Malabar kec.lengkong RT.03 RW.07 kota bdg @diskamtam https://t.co/D5vZtPN4h7;Keluhan
@PRFMnews @IWGinting @ridwankamil Kemacetan dpn Resto KARNIVOR akibat parkir kiri kanan jlan. Ga trsentuh Tim Gembok https://t.co/Oy5uO2Lqde;Keluhan
@Ujungberung_Kec @ridwankamil @Satpolppbdg @DiskominfoBdg @PRFMnews sakantenan barudak punk nu sok nalangkring di alun2 ditertibkeun pak.;Keluhan
Manusia silver di perempatan pasteur-sukajadi-paskal @infobandung @infobdg cc : @ridwankamil @Satpolppbdg https://t.co/XoU0ltPU2m;Keluhan
Salahsatu simpul kemacetan #Bandung itu Jl.Pasirkaliki depan BPK Penabur.Bangun jembatan penyebrangan solusinya @ridwankamil;Keluhan
Jalan amblas kedalam 1 meter di jalan Gumuruh rt 09 rw 05 @kel_gumuruh @kec_batununggal @dedendedn @ridwankamil @dbmpkotabdg;Keluhan
Pak @ridwankamil mohon maaf ganggu lampu lalu lintas di perempatan sadakeling sudah mati hampir seminggu Pak. Trmksh https://t.co/oK1vMTMZU1;Keluhan
@dbmpkotabdg Pa mhn diperbaiki Jl. Pinus Raya Cilengkrang 2 Kel.Palasari. Dpn SMA/K Muhammadyah hingga ke Ktr RW08 https://t.co/a43XKabcUB;Keluhan
@Kel_BabakanSari @Kec_Kircon @ridwankamil @RESTABES_BDG mohon di lakukan pemeriksaan di setiap kontrakan byk yg kehilangan motor;Keluhan
no langganan O0204900713 udh seminggu air ga ngalir sma skli. tolong ditindak lanjuti!!!!!! @pdamtirtawening;Keluhan
@infobdg @ridwankamil lampu lalin di perempatan sesudah gatsu mati, ditambah tidak ada polisi yg mengatur. Picilakaeun.... Ah sudahlah;Keluhan
@ridwankamil pak saya mau tanya : buat kk berapa bulan yaaaa, saya udah 2 bln lebih belum jadi. Saya warga cisaranteun kidul;Keluhan
Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @dishub_kotabdg https://t.co/vxXVAxelcA;Keluhan
Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @ridwankamil @IWGinting https://t.co/vxXVAxelcA;Keluhan
@ridwankamil Ass. wilujeng sonten kang Emil. Punten kang, PDAM di daerah Gg. Pelita 2 teu ngocor tos saminggon kumaha ?;Keluhan
RT @eka_harijanto: Jumat siang TL Supratman-Katamso msh padam pdhl jalan sdg ramai. Untung ada petugas yg atur @ridwankamil @IWGinting http…;Keluhan
Pak @dbmpkotabdg punten jembatan antara venus raya dengan tata surya baru diaspal sudah rusak lagi.. Mohon diperbaiki;Keluhan
17.31 @dbmpkotabdg Eka via WA jl Moch Toha yg amblas sementara kita urug dl https://t.co/pUMFYLVPgi;Keluhan
@dbmpkotabdg RT @ThionardoH: @ridwankamil kang emil bisa tolong dibetulkan? setelah dibongkar tidak di betulkan (Jalan moh toha no 109 Bandu;Keluhan
@ridwankamil @infobdg traffict light jl supratman katamso sdh 2 mingguan tidak berfungsi, membahayakan pengguna jalan;Keluhan
@dbmpkotabdg RT @udin11190: @infobdg @ridwankamil lampu lalin di perempatan sesudah gatsu mati, ditambah tidak ada polisi yg mengatur. Picil;Keluhan
@dbmpkotabdg tolong jalan rajawali depan terminal elang mohon di perbaiki banyak lubang. Nuhun;Keluhan
@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar timur alun2 bandung kok masih ada yg parkir liar siy?mengganggu pemandangan,plis atuh;Keluhan
@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar parkir liar utara alun2,, https://t.co/yCPA15KNLo;Keluhan
19.31 RT  @gandhibandung @dishub_kotabdg @ridwankamil @PRFMnew  parkir liar utara alun2,, https://t.co/24gF5qMxdx;Keluhan
RT @PRFMnews: 19.31 RT  @gandhibandung @dishub_kotabdg @ridwankamil @PRFMnew  parkir liar utara alun2,, https://t.co/24gF5qMxdx;Keluhan
@dishub_kotabdg @ridwankamil @PRFMnews @tribunjabar gmn nih kok trafic light masih banyak yg pada mati,,,hadeuh,,jl cikawao, jl lodaya,,;Keluhan
RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;Keluhan
RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;Keluhan
RT @soowooBDG: Apa betul reklame iklan rokok tdk diperbolehkan di Kota Bdg? Lokasi dpn Jl Surya Sumantri No. 1 @se_bdg @Satpolppbdg https:/…;Keluhan
RT @PRFMnews: RT @Alkaryana @ridwankamil halte TMB di depan Stadion Persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;Keluhan
Laser hijau ahmad yani cicadas... 2 titik depan yonk jaya motor dan jembar @Satpolppbdg https://t.co/jrsgQoYHYo;Keluhan
@ridwankamil kang punten di lampu merah cicaheum aya pengemis (anak punk)nu maksa ,teget na terutama ibu2. Punten di aman keun Cc satpol pp;Keluhan
RT @KELGEGERKALONG: Kirmir Amrol di JL. Polisi Militer RW. 02 KPAD. Beresiko longsor susulan. Mohon bantuan @dbmpkotabdg @ridwankamil https…;Keluhan
@infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv;Keluhan
RT @TongkronganBDG: @infobdg ini ngaku @Satpolppbdg dia minta setoran ke lapak kuliner sekitar telkom https://t.co/Ug4T1AGAjv;Keluhan
@rancasari_OK @ridwankamil   petugas kebersihan rt/rw di tempat sy tidak mengambil sampah jika tidak setuju iuran 50rb/bln;Keluhan
RT @toekang_sate: Pak @ridwankamil iyeu jalmi anu ngabalaan jalan di kota Bandung,ngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…;Keluhan
Ada pohon mangga besar di Jln.Anyer 25 Bdg, ditebang pemilik baru, kabarnya dgn menyuruh Satpol PP, Kumaha kang @ridwankamil @infobandung;Keluhan
Jalan babakan sari kalau sore sudah kayak kampung aja, byk preman, anak2 motoris pengacau, mohon ditertibkan @Satpolppbdg @infobdg #infobdg;Keluhan
@dbmpkotabdg mohon dicek apakah bbrp bangunan sempadan sungai Cipamokolan  jl. Terusan Cikajang sesuai dgn RTH?;Keluhan
@ridwankamil @infoDISHUB @dishub_jabar @Satpolppbdg @satpol pkl kecil yg jualan di trotoar aja bisa ditertibkan tp kl yg ini malah diamankan;Keluhan
@DiskominfoBdg @Satpolppbdg pa tolong ditertibkan sdh mulai ada yang jualan di jpo di taman baru di balkot.. https://t.co/HSQZMCNCVi;Keluhan
RT @PRFMnews: RT @Alkaryana @ridwankamil halte TMB di depan Stadion Persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;Keluhan
Pagi Pak @ridwankamil , ijin lapor ada warga Anda, Ibu Nani butuh bantuan di RS Al Ikhsan Baleendah, Kelas 2 No. 14 https://t.co/hleJPmwcZB;Keluhan
@Dinsos_BDG di jl.terusan jakarta antapani bandung setiap jam segini tiap hari jadwal untuk beredar meminta2 https://t.co/YeaQEXXebf;Keluhan
Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFMnews @ridwankamil;Keluhan
galian jl. Golf raya cisaranten tos mang bulan² teu beres² ngantosan korban tigebrus deui kang @ridwankamil? https://t.co/Ef0MV74yXK;Keluhan
#suaraBDG via @MUNITAMAMUNISA: ?? dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;Keluhan
RT @budiraharjo23: Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFM…;Keluhan
RT @budiraharjo23: Klo dibiarkan akan semakin byk PKL buah yg berjualan dan menimbulkan kemacetan.mohon @Satpolppbdg  via @awie__yang @PRFM…;Keluhan
RT @infobdg: #suaraBDG via @MUNITAMAMUNISA: ?? dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;Keluhan
@ridwankamil bapak emil yg terhormat tertibkan oknum penjaga yg menuju bandara husein karna slalu minta ktp ujungnya minta uang...nuhun;Keluhan
RT @infobdg: #suaraBDG via @MUNITAMAMUNISA: ?? dari kemarin prapatan imanuel macet bgt, lampu merahnya mati total, cc: @dishub_kotabdg;Keluhan
Pak @ridwankamil  motor itu srudugan dri blkng pgn ke dpn, pengendara yg lain dsuruh geser di lamp.merah pasir koja https://t.co/L2PWHKP7mq;Keluhan
@ridwankamil : pak kmha ieu lmpu stopan bnyk yg mati ? d jln supratman sdh bbrp mnggu;Keluhan
@dishub_kotabdg bisa tlg liatin jl. CikajangRaya antapani? Mobil2 byk yg parkir dijalan @infobandung @PRFMnews;Keluhan
@batheig @ridwankamil Satpol PP jalan2 dong.... Masa ga tau yg jual ban daerah situ....;Keluhan
"@ridwankamil Pak kmi mrsa Gerah liat dgn polisi yg diam di pertigaan jl. ABC &amp; prmpatan sdirman otista, tiap hari malakin pengguna kndraan.";Keluhan
@PRFMnews @Ujungberung_Kec @ridwankamil : kpn penertiban PKL  di sekeliling RSHS ? JLN Pasirkaliki - jln Prof Eijkman - jln Rumah Sakit;Keluhan
14.02 @dbmpkotabdg lampu PJU di jalan pasirkoja arah otista masih menyala dan ada panel yang terbuka .;Keluhan
RT @LeonardusYap: Pagi Pak @ridwankamil , ijin lapor ada warga Anda, Ibu Nani butuh bantuan di RS Al Ikhsan Baleendah, Kelas 2 No. 14 https…;Keluhan
@IWGinting @andriprim @ridwankamil @PRFMnews Kalo angkot Ledeng/UPI gmn Pak. Tiap saat dibiarkan ngetem pdhl bikin macet parah. #lalinbdg;Keluhan
Kalau Angkot 04 yg mangkal di JL. Terusan Buahbatu depan Gd. Infomedia kapan ditertibkan pa? Dibiarin?  https://t.co/gfM5Z9TZYg;Keluhan
"@PRFMnews: 14.59 RT #LalinBdg Jl.Maskumambang arah Martanegara macet panjang https://t.co/BGU7Rv0FPN"" @ridwankamil perlu lampu lalin""";Keluhan
"@PRFMnews: 14.59 #LalinBdg Jl.Maskumambang arah Martanegara macet panjang https://t.co/BGU7Rv0FPN"" @ridwankamil  nahh";Keluhan
@pdamtirtawening pak knp ya air pdam di antapani tepatnya di jln. Kuningan berbau,kotor n sdkt berbusa? Sdh 2minggu tlgprhtnya @ridwankamil;Keluhan
.@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet tp mmbahayakan;Keluhan
RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;Keluhan
@pdamtirtawening 00501410195 ini gimana airnya masih kotor dan bau blm ada tindakan, ngocornya juga 2hari sekali https://t.co/HDNZqwxajr;Keluhan
RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;Keluhan
RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;Keluhan
@ridwankamil @OdedMD @Satpolppbdg  @PRFMnews komunitas manusia silver di pasteur bawah jalan layang semakin banyak https://t.co/b4lipsPEBM;Keluhan
RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;Keluhan
"@IWGinting @andriprim @ridwankamil @PRFMnews Sy baru lwt Ledeng. Biar gmn macet &amp; petugas banyak tp angkot2 tetap dibiarkan ngetem bkn macet";Keluhan
@pdamtirtawening Air nyala hanya 2 jam, air yg ditrima tdk jernih, alamat gerlong tengah 1 no., nopel: 00501410257. https://t.co/4ck81s7BX9;Keluhan
RT @infobandung: .@dbmpkotabdg RT @hafizoh_21: lmpu merah di jl.supratman mati sjk snin kmaren, blm ada prbaikan smpai saat ini, tdk mcet t…;Keluhan
@dbmpkotabdg @ridwankamil mhn bantuan nya u/ menutup jln yg berlobang di jl.Cigadung Raya Barat sktr Rancakendal.Nhn https://t.co/C3gjKPoziE;Keluhan
Jl suci per4an pahlawan mohon di cek, taxi yg parkir penyebab lalin tersendat @IWGinting @PRFMnews @andriprim @ridwankamil;Keluhan
Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https://t.co/qFiCpfv7PM;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
@ridwankamil pak saya merasa terganggu dengan pengamen2 yg meminta dgn nada memaksa. Apalagi kl diangkot lg sepi. Asa dijambret scara halus.;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
RT @ArdiPramudito: Org2 silver msh beraksi di prempatan pasteur bwh pasopati. Mhn ditertibkan @SaveBandungCity @Satpolppbdg @PRFMnews https…;Keluhan
Di taman sungai cikapayang masih byk yg buah sampah sembarangan. Perlu ada @Satpolppbdg cc @dbmpkotabdg @diskamtam pengunjungnya pada bandel;Keluhan
Seneng liat byk taman di bandung tp kesel jg byk yg sengaja buang sampah sembarangan. Pdhl ada tempat sampah @Satpolppbdg @pdkebersihanbdg;Keluhan
RT @kangsodiq: Di taman sungai cikapayang masih byk yg buah sampah sembarangan. Perlu ada @Satpolppbdg cc @dbmpkotabdg @diskamtam pengunjun…;Keluhan
@IWGinting @andriprim @ridwankamil @PRFMnews Angkot Ledeng. Angkot kuning itu juga ngetem ditengah jalan. #lalinbdg https://t.co/IPmI987Kic;Keluhan
pak @ridwankamil di perempatan pasteur meni seueur anak jalanan nu nge-lem. hariwang jadi pemandangan normal. bilih pada nurutan murangkalih;Keluhan
@ridwankamil @pjudbmpbdg @dbmpkotabdg pak ridwan jeung rekan2 pju.. punten pju pratista raya pareum... https://t.co/7Gk0ToBQzo;Keluhan
@infobandung @ridwankamil malem minggu di masjid raya (alun2) penuh banget sampe bnyk yg buang sampah sembarangan d area dlm...????;Keluhan
@dbmpkotabdg @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg jln sukasari suryasumantri beberapa lampu mati juga..;Keluhan
@IWGinting kang,,maaf mau tanya,klo alih fungsi dr trotoar menjadi lahan parkir diperbolehkan?? cc:@dishub_kotabdg ,@ridwankamil;Keluhan
"Pengarahan.. suruh PKL jualan di pingir pedestrian didepan toko &amp; mall yng bayar pajak &amp; izin ke pemkot.  https://t.co/HkAVKgGG3E";Keluhan
Kang @ridwankamil kenapa di taman superhero ga ada lampu yg nyala, jadi gelap dan rawan klo malem..;Keluhan
"@PRFMnews @ridwankamil apakah walkot menizinkan PKL dlm kaum jualan di depan toko &amp; mall! Apakah izinkan PKL parkir motor di dalem kaum?????";Keluhan
"@PRFMnews @ridwankamil kami keberatan toko &amp; usaha di tutup PKL. Kami yng bayar pajak &amp; izin ko tdk dilibatkan ama pemkot!.";Keluhan
"@ridwankamil sebrang teras cikapundung arah sabuga, trotoar tdk ramah u pejalan kaki; laju mobil kencang bahaya. https://t.co/nNTNsyh7I4";Keluhan
"@ridwankamil Taman jam jl. Abdul rifai kurang penerangan. Lampu jalan&amp;taman tdk berfungsi rawan kecelakaan&amp; begal.";Keluhan
Kang @ridwankamil nembe pisan pohon tumbang melintang di jalan babakan siliwangi. Bilih kabujeng macet. Nuhun.. https://t.co/lowcUZ6yio;Keluhan
RT @Irmanski: Kang @ridwankamil nembe pisan pohon tumbang melintang di jalan babakan siliwangi. Bilih kabujeng macet. Nuhun.. https://t.co/…;Keluhan
@aheryawan @kel_gumuruh @kec_batununggal @ridwankamil @OdedMD @dbmpkotabdg mohon perbaikan trotoar jl. Soekarno Hatta untuk kenyamanan;Keluhan
@dbmpkotabdg @aheryawan @ridwankamil @OdedMD @yossiirianto @dbmpkotabdg mohon perbaikan trotoar jl. SOekarno Hatta untuk kenyamanan;Keluhan
@infobdg @ridwankamil pohon tumbang di daerah babakan siliwangi emang sudah seharusnya pohon tua daerah ini di tebang supaya ga membahayakan;Keluhan
Sudah dikirimkan petugas dari @diskamtam RT  @r_ainni Hindari jalan babakan siliwangi, ada pohon tumbang, menimpa kabel pln.;Keluhan
jabar Lagi musim perampokan ke minimarket di daerah 2 pke ancaman pistol tuh perampok  @ganjarpranowo  @aheryawan  @ridwankamil  @infobdg;Keluhan
"RT @oktvnda: @ridwankamil Taman jam jl. Abdul rifai kurang penerangan. Lampu jalan&amp;taman tdk berfungsi rawan kecelakaan&amp; begal.";Keluhan
"RT @mochkurniawan: @ridwankamil sebrang teras cikapundung arah sabuga, trotoar tdk ramah u pejalan kaki; laju mobil kencang bahaya. https:/…";Keluhan
"RT @TjongY1011: @PRFMnews @ridwankamil apakah walkot menizinkan PKL dlm kaum jualan di depan toko &amp; mall! Apakah izinkan PKL parkir motor d…";Keluhan
RT @justinsayogo: @ridwankamil @pjudbmpbdg @dbmpkotabdg pak ridwan jeung rekan2 pju.. punten pju pratista raya pareum... https://t.co/7Gk0T…;Keluhan
"RT @oktvnda: @ridwankamil Taman jam jl. Abdul rifai kurang penerangan. Lampu jalan&amp;taman tdk berfungsi rawan kecelakaan&amp; begal.";Keluhan
@ridwankamil @dishub_kotabdg Lampu Merah jl.kopo immanuel dri kemaren mati,belum ada perbaikan dari dinas terkait..???;Keluhan
@ridwankamil @dishub_kotabdg @infobandung  Lampu Merah jl.kopo immanuel dri kemaren mati,blm ada prbaikn smpai skrng dari dinas terkait..???;Keluhan
Dr minggu ke minggu makin banyak aja pengemis d cfd buah batu, ga nyaman:( trs suka ke rmh2. Tolong pa ditertibkan @Satpolppbdg @ridwankamil;Keluhan
Amanat dr pemilik rumah Jl Sarimanah 44 yg ada PJU nya, PJU nya mati, minta diperbaiki,, Nuhun Cc @dbmpkotabdg https://t.co/x88hA6bZND;Keluhan
@RTMC_PoldaJabar Angkot Setiabudi Ledeng UPI gmn pak? selalu bikin macet. #lalinbdg @ridwankamil @dishub_kotabdg https://t.co/KFgjZxRc3q;Keluhan
@fokusjabar @ridwankamil mugi2 kadishub baru lebih baik. TMB 1-4 pada kumuh, rusak, bus nggak lengkap,e-ticketing system blm berjalan.Nuhun;Keluhan
Kang @ridwankamil sy tinggal di adipura 2,sdg ada pembuatan jalan tol dn tiap hari truk besar lewat d jalan blk rmh,rmh sy eundeur kang;Keluhan
Traffic light jl.kopo dan jl.peta masih belum ada perbaikan , CC : @dishub_kotabdg;Keluhan
@dbmpkotabdg @ridwankamil mhn info kapan sekiranya dapat diperbaiki jl baturaden IX ciwastra jln menuju sekolah.tks https://t.co/mWccSsPdHL;Keluhan
@dbmpkotabdg mhn infonya kpn  diperbaiki jl baturaden IX ciwastra,jalan publik untuk menuju sekolah smpn48 dan sma25 https://t.co/fXSjmTiOR6;Keluhan
Pak @ridwankamil , punten minta tolong ada pohon tumbang, kabel listrik jg putus. Di KPAD gegerkalong jln Kartika 2. https://t.co/IpXQXoOCbk;Keluhan
Begitu Rajamantri Kaler terhubung dgn Salendro-Karawitan, berdirilah bangunan liar hingga ujung Jl.Batu Api @Satpolppbdg;Keluhan
@disdik_bandung @ridwankamil Anak saya kls 3 sma dpt dana 1 juta dari program indonesia pintar tp uang tsb di minta kembali oleh guru.;Keluhan
Lapor @ridwankamil @dbmpkotabdg @PemkotBandung keramik pendistrian rusak di jl perintis kemerdekaan https://t.co/4r5ebR3461;Keluhan
@shaliihah @ridwankamil @PemkotBandung trm ksh infonya, trotoar bukan untuk parkir bis cc @IWGinting;Keluhan
@ridwankamil Kang Emil Satpol PP udah diberhentikannya kerjanya. Soal PKL makin Banyak aja di kepatihan Dewi sartika. baguslah kalau sudah;Keluhan
pak @ridwankamil lampu stopan di pertigaan dekat lapangan ci ujung keadaanya tidak berfungsi -TQ-;Keluhan
